35.79,-79.75,-98.59,-120.26,77.32,77.91
16.49,-120.82,-48.62,-162.37,93.54,48.51
0.05,-107.37,-68.12,-130.51,112.79,24.68
-33.79,-89.35,-107.55,-114.03,136.42,-8.44
-39.21,-70.96,-143.91,-77.20,162.83,3.84
-67.08,-52.96,-141.80,-97.54,146.53,-7.21
93.88,-82.93,-104.25,-140.92,43.45,-13.81
93.84,-93.95,-115.48,-139.64,42.59,-15.99
11.46,-79.22,-81.96,-118.40,98.06,13.71
